content,label
Wont let me change my appearance so I'm stuck as a black female. The user interface is very poorly designed,Crashes
"Its a great app, when the notifications work, but I'm still not getting notification reminders, so I'll be dropping stars on my review till this changes. I've checked my phone settings, but there's nothing blocking them. (My phone: samsung S20+)",Crashes
"The clock-face schedule calendar I was looking for. However, since last update, clicking on event on the widget doesn't enlarge the event so I couldn't see details unless I open it in the calendar.",Other
There is some problem. It no longer gives me warning and redirects me back to forest when I use some other app.,Bugs
Why widget is not working....???!!!!!,Complaints
"I would give 5. But the reminder is not working. And I wish the app had a 
way to report such bugs. Uninstalled",Bugs
"This app helps me stay sane while working from home, juggling errands and work. It frees my mind from trying to remember what I need to do and focus on the task at hand. However, I'm experiencing occasional issues when using the pomo timer.",Bugs
App is amazing but ios version is so much better than android version. It has many other settings while this one lacks them. i hope this gets fixed so i can change my rate to 5 stars.,Crashes
"Great App, but would be good if you could edit tasks after you've written them.  Also would be good if it could have, a daily 'things to do list'on.calendar ,which could be ticked off alongside projects /tasks.",Praises
I like it but it started putting a note icon below each item I add to the list. It makes the item box twice as tall and it's super annoying.,Complaints
"This is a great app but... I purchased it to be able to use it with my Samsung gear s3, little did I know that I can't use it with my watch bc this app was made to be used with android wear (which I found out later my bad). So, will you be working on making this app compatible with Samsung gear? That would open your market quite a lot with Samsung gear users. I've been using the wearable app with my watch but it doesn't work smoothly at all. Please work on that if you can, thanks!",Praises
"Honestly, it's kind of dull compared to the web version. You should add 
more colors, because the current interface is kind of bland. I cheat with 
the mobile version but stay focused on the web. Needs some more effort and 
work being done. The greatest thing about this is the parties, and I love 
that you can use accounts, but the android platform seems a bit inferior to 
the web version. Still like it , though. Has some opportunity. EDIT: 
horrible on Android. Trash. Absolutely trash. Great on web, incompetent on 
mobile.",Praises
"I used to love TickTick for the combination of to do list and time tracking features. I upgraded to the yearly premium service a couple of months ago. About a week ago, the app started crashing and now won't open at all. I have tried uninstalling/reinstalling a couple of times with not change. I contacted TickTick through the app and by email and have gotten no response. I use my to do list for everything and can't have service issues like this. Will not be renewing. Looking for a replacement.",Bugs
"Does not integrate with outlook. Premium version require annual fee, with only cosmetic added tools. Can live with the free version but looking out for better app that syncs with outlook. now can sync with GTasks but require 'integration' app by 3rd party (pay thru the nose eg. $15/mth). would be good to have 2 way sync, for users to leverage on both apps (using premium subscription of Todoist)",Other
"This app is very, very, very sexist. When you start the app up and go into the ""icon"" menu for the avatar of your ""hero"" character, the vast majority of the icons possibile to select are definitively male.   Worse yet is that all of the ones 'intresting' in thier design - or portray something such as the workplace are entirely male.  The few female icons avalible - more than half not even on their own- are showing an entirely narrow view with a subservient feeling in thier portrayal.   The developers of this app should be ashamed of such blatant misogyny.",Other
"I like this app and I bought Premium, even it was a little expensive (5,49 Euro). What I don't like is: Habits ""with a numeric value"" don't allow ""at least 0 times a day"". If you want to do something 6 times a week, with the possibility to do it twice on one day, it will stay undone the other days (-1 *). Tasks/Habits which are marked as undone may be send to the bottom, too (-1 *). Whitout Premium you only can scedule up to 7 habits! After a removal of any named defect I will change my rating.",Crashes
"It's really great app and per partner for day-to-day life. I'm giving only 4 🌟 star because while selecting any sector time ,some time it shows different option or sometime it shows correct option but giving another time sector information.",Praises
"It was great while it worked! Fell in love with this app, but after maybe a week of using... it stopped working. A bug perhaps, but when I went to add tasks it froze and didn't let me do anything, and even deleting and reinstalling didn't help. I'm sad that I have to replace this app. I really did like it a lot.",Bugs
"Great Concept, good community functions but some additional advice/tutorial and examples for planning your day / tasks with this app would be great",Praises
"It's a great app. Thank you. I wish it would let me to write time and cost of each task I list, so I could calculate how much I need to invest, also it would be nice if I could organize my tasks based on priority and change their priorities if necessary.",Crashes
"Great app but why do you need 13 Ad trackers in this paid for pro app? Exodus privacy list 13 trackers against your app which is rediculous. Using this every day, but now concerned my every move is being tracked 13 times. Edit: You inform, so that makes it okay then, for you. Perhaps other more privacy focussed users should look elsewhere. How do I confirm the trackers are not used? Trust you, I bet.... 13 are for revenue, 1 will suffice for personalising.",Praises
"It took me a bit to get the hang of doing schedules that dont happen on a regular interval, but now i love this app. i use it everyday to keep me on top of what i need to be doing. i think its going to be very useful for when school starts up this fall, considering all of my classes are thru distance learning.",Crashes
"Nice app... But need to fix some bugs.. First app crashes when I click on ""Go premium"". Also even if I am connected to wifi some big image is not loading on home screen. Wondering what's that image...",Bugs
"I use to love this app. It is the perfect organizer with great features. However for the last month+ it barely opens. I am lucky if it will actually open twice a day. The app will say not responding, opens to a black page, or doesn't do anything but freeze my phone momentarily. My life is saved into this app so I am so frustrated!!",Crashes
It looked decent app but uses CPU too much makes phone run hot even with Android 5.11,Other
Top Notch. Easy to use and manage tasks or projects. The reminders don't send full notifications quite often so a little bug to work on there.,Bugs
"Loved TickTick - great interface and the widget was perfect. Unfortunately I had to move on to Todoist. TickTick doesn't have Alexa capabilities and that's a deal breaker. For a while, IFTTT and Gmail provided a good workaround, but recent changes to Gmail rendered that functionality inoperable. TickTick, get on board with Alexa and I'll come back.",Crashes
Paid for premium. Sync does not work. Publisher does not reply. Started reading reviews and found numerous people with the same problem. Going to try to get my money back. Nice app if you don't care about backups or syncing between devices or customer support. Switched to Goalify and finding them extremely responsive,Bugs
"A decent app for its intents and purposes but I struggle to stay invested. It's visually good, great icons and colours, also has a nice selection of skills. My biggest issue is the navigation. I can't immediately see or twirl down to see subtasks. Actually marking something as done, especially subtasks is a challenge - mostly because you face to keep tapping through the task and pages of info to get there. Perhaps a mind map or something would make it easier.",Bugs
So bad i wish it blocked,Complaints
"Used to love it but all the trees are now Paid version-only. That really sucks, I barely have the motivation to collect more points. Might just uninstall.",Praises
It's good but not perfect because I have same tasks everyday and the tasks I kept and completed yesterday are not visible after they are completed the first day and that is the only one issue on this for me and that is the only reason I am switching to ticktick,Bugs
Synchronisation is not working. It's dishonest to sell a service that doesn't exist 😬,Complaints
Great ☺️👌,Praises
"very simple app to track your progress towards acquiring a habit, the only downside is that you can't sync the app as it says ""no internet connection"" when there absolutely is. Also, together with this bug all forums are no longer available as well as daily quotes, it's just gone. Previous rating was 5 stars, but with this bug continuing for half a year now I can only give 2 stars.",Bugs
This app looked good until I had to purchase it just to get the week view. Now everytime I choose week view it crashes and stops working! I want a refund or a fix!,Crashes
"Functions fine in general, easy drag to subtasks. Can't adjust the Notifications to not go through ""Do not disturb"" mode (bad if you work off shifts), can't set timing of notifications. In a productivity app, scheduling is important. Reminders require premium, seriously? I'll just install one of the tons of free apps that include it for free rather than pay $3 month. Overall: Average functioning app that requires paid premium for some basic functions.",Praises
I put an event in and it doubles everyday. Fix the glitches this is a great app otherwise.,Bugs
That's the app which I was looking for,Other
TRUE AMOLED DARK MODE is needed (amoled/fully black pixels off) not DARK GRAY.,Other
"Wish we could attach images and use tags for work/personal/chores, school, etc. Excellent app regardless. Love it",Praises
"There's a bug where I set a reminder on Saturday weekly then after I saved it, it shows Friday on the screen.",Bugs
"Quite good app, but recurring tasks which is a basic function doesn't work correctly, thus making the app useless. Even though I impremented all the instructions for Huawei still issue is there.",Bugs
"Unresponsive widget, did not work at all on my phone.",Crashes
I can't create an account,Other
this app is my second brain. i realy love it and he help me to organize my life,Praises
"Coming from Wunderlist I really tried to like Microsoft To-do, but it's horrible! The layout is so full and depressing. I hate the whole design: colours, choice of font, amount of space wasted. Wunderlist was so much better. My Day is the most useless thing ever. It's cleared out each day, so don't add anything when you're going to bed and want to plan tomorrow. It's all gone after midnight. Why wake something that worked so well for years and destroy it? Uninstalling this app.",Complaints
"Makes huge flawed assumptions on how you are using this. The share menu forces you to add to My Day by default which involves extra clicks to change. No way to set default share to list, no way to get rid of My Day lost, and other built in clutter lists.",Crashes
"Great app but I think I may have found a problem. I don't know if this is phone-specific, but the app stops working when I clear all apps. The app seems to be working in the background but it doesn't forbid me from using other apps like it's supposed to. I request you to rectify this asap.",Bugs
Great App! Absolutely love using it to plan out my day! Thank you!,Praises
I can't speak more highly of this app. It just keeps getting better. I came over from Todoist several months ago and have not regretted it for a single day. Keep up the great work!,Praises
I hated the pop up ads.,Complaints
Bought the planner pro.... Love the app... The down side is that the app did not sync... i have 2 device handphone and tablet both android... i have to update both device twice instead of once... Would give 4 or 5 star if it can sync between both device. i have some suggestion... maybe can input some bill tracker and some cute icon or pill tracker/ hydration icon.,Praises
"This would be great if it didn't require me to mark negatives. in other words, it requires me to mark everyday I did NOT do something, such as smoke a cigarette or drink alcohol. This is overly cumbersome over time and is going to cause me to stop using the app because I don't want to have to check everything that DIDN'T happen. This could be much better if it assumes I didn't drink or smoke if I didn't make any mark for that day. Or at least give me the option to do it this way.",Praises
Why there's no option to change schedule?,Crashes
"Sync not working Despite of doing a manual sync from settings options, the list are not getting updated. Even though I mark the task completed They are still falling under pending tasks Please fix asap",Complaints
Great app. Must have.,Praises
"Really difficult app to use. Loads of problems and shortcomings. For example, there's no calendar so one can't go back to the day a task was set. I'll give it another week or so but if I haven't got to grips with it by then I will delete the app. This app is far too difficult to use for my little brain (IQ 147) so I have uninstalled it.",Bugs
"Free version allows only up to 5 habits to be added, but app description doesn't mention it. Had to spend an hour setting up habits then uninstall the app and find a new one.",Complaints
"The developers of this digital planner have done a wonderful job! I feel like Goldilocks and the 3(00) planners because I've tried so many before this. THANK YOU for making this multi platform accessible... that is the reason I was able to sign up! I cannot wait to see what other features and development you do, but for now I am really happy with the great mix of function and design.",Praises
"I bought the pro version and like it so far. For now what I'm really missing is the ability to change days from the widget itself, with the left and right arrows, and not only from inside the app. Why wouldn't you enable the left and right arrows to change day as default? Having to go into the app to review past or coming days defeats the purpose of the widget, and forces you to use something else other than the widget itself. Other than that, the app seems to be very practical. If the ability to swipe from one day to the next day or to the last day from the widget gets implemented, it would be a 5 star app for me. Thanks.",Crashes
"This Agenda has changed my life. I can easily switch between family, business and personal calendars. I can color code events and the tasks lists have made my followups in business, and my daily home tasks seamless. Im no longer the mom losing my mind (as much anyway). I HIGHLY recommend!!!!",Crashes
"I had this app for less than 5 minutes on my Samsung Note 9. I also keep widgets that count down the days...all of them are empty, so I go to my old calendar after Uninstaller this one and most of my calendar events are gone!!@ This includes my work schedule and many other events...I am at my wits end about what to do to get my events back..sooo not happy right now",Complaints
Free and easy to track ur new habits,Other
I love this app but the latest update is buggy and does not record when I check off tasks. Please fix!,Bugs
"Deleted my account because I found something more aligned to my needs, but I still got charged for another year. Developer ignored my email and then denied a refund via PayPal so I've now paid $28 for something I can't and no longer want to use. Had no issues with the app itself but very disappointed with the customer service.",Bugs
"Very good app. Helps me keep organized, and does not let me forget anything. Also, syncs with the google account so I don't miss any dates. I would only suggest that they change all the tasks paid options to the free app, so we could have the opportunity to compartimentalize the complex tasks in projects and also to repeat the tasks daily or weekly, to achieve milestones and to track them. This app would become exceptional and dependable. Thank you, I know you will ponder my suggestion 🙏🏻😊",Crashes
It was okay but when I tried to set a reminder for 15 minutes from now it said reminders set in the past will not show. That is extremely inconvenient and annoying . I tried setting it for 15 minutes from now but didn't work. Would have given five stars if it wasn't for this issue,Bugs
My app updated and now almost all the tree options are locked behind a pay wall? This is such a disappointment when I've been saving up my coins! Not a fan. Uninstalled.,Complaints
"I wish I could pick the day tasks to display on the widget. Since the last update I can only see whole lists, not those I prioritized. Edit: thanks for the response, but this is not true. When I change the layout in the app and delete and reload the widget, it still lists personal first",Crashes
I have used this app for years but there is now a major issue. If you drag a task to tomorrow or place it under a task with a later date the task date no longer changes date. Is there any way to revert to an earlier revision? Hi I have sent screenshots but the issue is the same.,Bugs
"Found it, used it, I love it",Praises
Sucks,Other
"Its a good way to manage your time, but after a while the timeline menu bugs out and stops sending notifications. Besides that the app is very good.",Bugs
"JUST PURCHASED MONTHLY SUBSCRIPTION. UNTIL NOW, MY APP IS NOT WORKING AS A FULL VERSION.",Complaints
Very bad,Complaints
Mixed great app but don't by premium. Won't work without play services and developer unresponsive,Crashes
"I used to love this app but, like most apps on Android, it's gotten 
progressively worse. Now I try to add something to my list by clicking the 
+ button, then I type something in, then I hit the send button, then it 
looks like it's doing something useful, then nothing happens. I've looked 
and I don't see any setting that I'm screwing up or anything and the 
default functionality of the to do list probably shouldn't require you to 
change something for something to show up anyway. Glad I tried this before 
renewing my premium. I'll go find another app.",Crashes
"Love that I can create a habit once, click on everyday and it shows up everyday!! The best part is I have a habit that's has to be done every 15 days and this app allows me to pick how many days between I want this habit to occur!! Best app yet!!!",Praises
Not bad,Complaints
Vary bad,Complaints
my data is now disappearing frequently or often is suddenly double or triple in my calendar,Other
"Have only used the app a little while, not to bad for basic tasks. To bad you can't do lots of tasks unless you buy the premium version. It's an easy app to use",Complaints
"No doubt it’s the best productivity app. It is very smooth and customizable. I liked the idea of adding a Pomo Timer & Habit tracker. Having all this features made this app unique & amazing. But the prize of the premium package is little high, that's why i'm not gonna give you 5 Stars. Anyway, it’s a great app 🔥",Praises
I needed a simple app that I can schedule my day throughout. This has a VERY simple interface and a very visually appealing aesthetic. I love it so far! What would really fit the bill even better is if I can drag and drop blocks. Sometimes I have to shift priorities and it messes up my schedule and I need to manually go in and change things in every block thereafter.,Crashes
"Looked at the reviews for a solution but The app dev just blames the phone (it's never the same phone) for causing the app not to work. I'm having the same problems of the alarm for a task not going off, not even a notification. Blaming the phone when you so it's not just one device is lazy.",Bugs
Not bad,Complaints
"It is great, but it would be better if the sort by Time feature is really sort it by Time. Not only today, tomorrow, and upcoming. It is really inconvenient if in the Upcoming tasks, it is not sort by time.",Praises
Good,Other
"Good app, but not exactly what I was looking for. This app uses your calendar events and organizes them in the circle. The controls are great, I love when I move the red time bar it scrolls through all the things and shows the time changing. Love the widget. I wanted this to work out a homeschool schedule. I ended up having to make a new calendar and syncing only that one. I was able to change the colors of each event in the app. Very easy to use overall.",Crashes
"I honestly love this app. It's a great way to keep track of everything you need to do and it's very versatile, allowing you to customize tasks in a wide variety of ways. Only thing it's missing is a version I can use on my laptop, I might have to get bluestacks running :)",Praises
"Everything is able to be modified. You can gamify whatever you want of your day a day life. It would be nice to sort tasks as you wish, just moving them in the order you want without needing to rename them or other tricks to put them in the order you like. However still being quite good for everything it offers",Complaints
"Until recent update it was a 5 star. If you bring changes make sure your customer services are reponsive too at that time. The friendship redeem option didnt appear in settings after update, so i reinstalled same device,now i cant restore at all, ""error says sign out of other accounts"" i use only one email and i will not factory reset my phone for one app. Dont go blind over money, I really want to help plant trees, now everything looks like money grab.",Bugs
Its good,Other
"I hate when the things are no clear, basic features as reminders are in the premium membership",Complaints
It was a meh app. Good for a while and then the server crash. I cant even login anymore. I already purchased the premium version but cannot use it anymore. So sad to say this but i really regreted buying the premium version. Bye dev.,Crashes
"The ""search"" feature is much faster than the last app I was using. I feel empowered 👍",Other
"When you start a habit with giving points for it or like at least that and that amount of days, you can't just change it back to a simple yes and no habit",Crashes
"App is good enough but drains your battery, for that reason I'm uninstalling it.",Complaints
"guys please assist me on notification, no notification on my one plus 6. ive paid premium , problem still persist even there's no battery saver nor notification blocker turned on. please advise. . thanks",Bugs
I found this app difficult to use. That's just my personal opinion. I uninstalled it and got a different one that is easier to use.,Complaints
"Useful. But constantly calls out to access crashlytics, Facebook, etc. Too much spyware. I'm searching to replace it. App also locks you in so you cannot export to another app.",Crashes
"Been using this app for over a year, it used to be great and many things were free but now they need you to PAY money for half the content. I have thousands of coins but since you need to buy with real money there's nothing to spend it on. A lot more intrusive ads have surfaced when before it was optional to get extra coins (yes we do notice these things). Been a disappointing downhill since its glory days but there are better apps now that do the exact same thing.",Praises
Worth it. Simple Elegant Useful,Other
I use this app daily! I love it! Great job wouldn't change anything,Crashes
This is the best habit app I have used so far and I've tried out several!,Other
"The idea is great, however it adds only event to my calendar. I like circle planer idea and that I simply can put work and then event at work and that it reflects on this circle. This has potential but make it simple and functional. I was used to test some apps and for me this was not functional and easy going. Make it that 7 years old kid can use it.",Praises
Super helpful for habits and breaking bad ones,Complaints
"This was a great app but keep making changes that make it worse. For example you used to be able to merge two tasks together, but now doing so just makes one task a subtask of the other, it doesn't actually merge them into one task and there doesn't seem to be a way around it. Edit - Also if you edit tasks on the web version (which is a quicker way of working around some of the apps flaws) it doesn't seem to synchronize with the Android app, I now have a real mess of old and new tasks",Crashes
wew,Other
"After the update, the widget is not working and it is draining the battery 
from my phone and my tablet (Redmi note 4 MTK and Galaxy tab s3). Will 
reinstall when those are fixed",Complaints
I liked this app and used all the time. But popping up ads are now annoying me so much... I'm considering an alt calendar app,Complaints
Not bad,Complaints
Very useful app 👍,Other
"Love this app, but some functions make the productivity lacking. In my experience, there is a limited amount of notifications I can receive from this app per day. There appears to be no way to change this on the settings for my phone or the app. This is problematic for me, because I have the premium version and have it connected to Zapier. I am not receiving push notifications when actions are taking place. Very disappointing, as this is crucial for time management projects with teams.",Bugs
"Uhm there's a little bug that I encountered, I cannot disable the skill 
decay :< pls fix I'll give 5 stars",Bugs
"Seems good for people who use a calendar already, but I hate Google calenders and Outlook alike. I couldn't figure out how to create my schedule without using one of those terrible calendars so I uninstalled.",Complaints
"I don't like that it forgets the settings (like repeat, daily, no notification, etc) so you have to change it every time. Also, no way to stop the vibration when selecting certain things. Also, when you add a new event, the date gets to the next day and after it says that you can only input less than 24 hours. Bottom line: good idea, finicky to use.",Crashes
When you try to write a task and you want to set the reminder at the same time you have to make a reminder for each one and its wasting my time. If I could I would rate this app 0 stars,Other
"I had this on my old phone before it broke and I tried at least 10 other apps similar to this and they never measured up. I would absolutely recommend to anyone who needs to organize theiar thoughts. It's visually good, easy to use and super helpful",Other
"Agree with other reviewers - Wunderlist worked much better. Have issues with items not synching between devices, takes a long time to manually synch, uploading attachments to items doesn't seem to work without restarting the app, the Windows pc version is particularly poor. Appears Microsoft have mucked around with the code base and broken a really good app :(",Bugs
Mixed great app but don't by premium. Won't work without play services and developer unresponsive,Crashes
"I haven't been receiving notifications for reminders set in Task, Weekly Core, My Day or nothing on my phone until I opened the app and the notifications started to appear. Please correct me if I'm wrong, are push notifications only available when the app is open in the background? 🤔",Other
"This app is beautiful, and has really helped me keep my business, large family, homeschool and church activities all in order! No more chaos for this girl!",Other
"This app is wonderful but every time i click the store icon , the app stops suddenly If this issues is solved by developer I'll definitely give 5 stars",Bugs
"The BEST app for motivation and tracking! Even putting the game aspect aside, I have never seen a more user-friendly app for habit/task tracking. I love how there are different categories for habits, tasks, and daily to-dos. It's customizable. Getting coins is motivation! Ive recommended it to everyone! Only thing I wish it had: a way to see your stats based on your missed to dos or frequency of habits. For instance: most health lost due to *blank* etc.",Praises
Great app but isnt optimized for google Pixel 3xl. i cant re-size the widget to match the size of the screen.,Praises
Amazing app yo stay focused and relax too😜,Praises
Good App,Other
"Changes in app function have resulted in consistent missed tasks and ""support"" provides condescending replies regarding the issue.",Bugs
"I already paid for the paid version and now they want me to pay again for it or have to put up with ads. Not cool to have to pay again and again and again! As I said ""Not cool to have to pay again and again and again."" So when my phone needs to be replaced you have changed the app's name so I have to pay for it again. Other developers allow the user to install the app on their new phone and keep the same features they are familiar with and love. Doing what you have done creates bad feelings",Crashes
I like how it works. Though one massive thing I can't either figure out how to do (which is more likely the case). Or you just don't have a repeat of the same event without having scheduled it 6 separate times in one day. Like eat 6 times a day. Supplements 8 times. I think you get it. Other then that it's perfect for work. Quick and easy for me to keep my clients in there own lane and me on time.,Other
"Wunderlist was a great app and never failed our family. Now that MS has taken over, it's riddled with bugs, lists don't sync, lists can't be shared, etc. Such a shame, this used to be one of my most important apps.",Bugs
"The app does not synchronize events and tasks correctly with Google calendar. Often the changes I made on my desktop computer are not displayed in the app until the next day, or do not synchronize at all until I manually request BC to sync. The answer of the developer below surprised me, because (i) BC is advertised as having sync abilities and (ii) I had already contacted the developer about this issue, and the answer was ""yes, we are having some problems with Google, but we are working on it"".",Bugs
Not working,Complaints
Great app but why is the name and logo on Play Store different from the one on your phone?,Praises
"limits habits to like 6 or whatever unless you pay, useless",Complaints
Great app,Praises
Quite disappointed with this app. Is used to be fine for past years. Currently is really slow when checking my task and is so frustrating at times. This app need improvement on the server and at times server down :(.,Complaints
"Do you love apps that design their experience to be poor unless you pay ongoing ""subscriptions"" for static feature sets that make the experience barely tolerable? Do you prefer having money siphoned from your account over and over again instead of paying a single small fee once for an app, like we used to see? Then this is the app for you! Add one more debit to your bank account they hope you'll forget about (and statistically speaking - you will) for a stagnant app you'll forget about in a week",Praises
The pop-up advertisements make the free version impossible to use. I will be forced to change to a different app after years of use,Crashes
"Awful, can't barely open it up. Just black screen on the main activity and that's it. No reboot or reinstall helped. Fix asap.",Other
"Wunderlist was Waaay better. Too bad that one got bought out. I need an app that syncs to another phone, and that let's me organize things the way I need them. This app is okay, but they reserve a lot of features for the paid version (subscription required). Not gonna happen. I've used this app for several months, but I'm done.",Complaints
Got a new phone and app now won't allow me to hit sign in button. Customer service is very slow to respond to help. Love the app for last 2 / 3 yrs but not being able to use now is not worth my $$$ paid for it & to think it just renewed,Praises
The App is good but uninstalling coz almost many things are premium. That irritates me,Complaints
This app is where I have outsources my brain. My entire life runs on this app and it's so smooth compared to many others. I love how seamless the experience feels between devices,Praises
"Everyone's hungry for money and so is you,now I can't even plant those trees which I have already unlocked.Keep your app don't need this now.Uninstalling...",Complaints
I have tried a lot to set up reminder..but unfortunately it's not working which is pretty excruciating as a new user. It seems good initially but this is pissing me off. Do ler me know I can fix up this ..,Complaints
Bad app.,Complaints
"(edit) Been using it for a while occasionally and every time it feels like a hassle to find what I need to reach within the app.. I only use the routines, no events or reminders, I have a separate app for that, Google Assistant wit a calendar. To add a change to one day it requires a lot of clicking to amend it.. I end up writing down the rest of the day tasks on paper, deleting, amending the times and adding them manually with the new times.. That's counterproductive. I need an easy way to move",Crashes
Love it but had to leave a review bcz of the policy so that I can get that lovely free plant,Praises
This is an awesome app idea for really anyone to use. Just a great app,Praises
"Free version allows only up to 5 habits to be added, but app description doesn't mention it. Had to spend an hour setting up habits then uninstall the app and find a new one.",Complaints
Love this app. So helpful to see schedule and time differently.,Praises
"Love this app, very helpful.",Praises
"Really good for motivating me to do certain tasks. I do wish that To-Do list items turned red slower as the number of sub-tasks under it increased, but that's just me. Edit: Feedback form isn't there.",Complaints
Great app. Love how it learns abt my events and notifies me accordingly.,Praises
"I love how simple this is! It's helped me focus on those important things that I want to accomplish. I just wish there was space for more than 5 free habits!!! This means, if you decide to track something else in that space, then you'll lose the data, unless of course you write it down before changing it. This is why it loses a star, in my opinion. It's the best FREE habit tracker I've found! A lot of other apps have free trials, which I don't even bother with.",Crashes
Shiv Raj Singh,Other
I chose the password route then they kicked me out my own account. I hate Google play services.,Complaints
"Nice looking UI, but inability to disable popups is a deal breaker for me. Uninstalled.",Complaints
At first I really liked it because all the systems are functioning well in my phone.. but when I used this in the tab... the notifications wont even turn !! I  sm really pissed by this and I hope you fix this ASAP,Praises
"I really really enjoyed the app, but I have a few problems. first pls make it so we can add daily routines. bcs some stuff I have to do daily like take medicine or drink a cup of cold water and it's tiring to have to add this every single day so pls add the daily feature. second every time I need to add an event I need to go to the calendar and add it there. so I literally have to use another app to be able to use this one. pls make it so we can add events from the app directly. thank youu",Bugs
"This scheduler is severely lacking basic and simple features.  The reminder function needs to give the user the option to select specific and multiple days of the week and dates he or she wants the reminder to repeat itself. Daily, weekly, monthly, and yearly aren't good enough. I want certain reminders to only be for weekdays, weekends, and e.g. Mondays and Saturdays.  The reminder function needs to be able to repeat itself multiple times in a day. When certain events are coming up, I want to be reminded 24 hours, 1 hour, and 5 minutes before to the event.  The reminder function also needs an option to decide the duration of the sound and vibration. I'm sometimes not close to to my phone, and might miss the reminder when it only rings for a few seconds, or even a few minutes. And make it so that you can also set the time with the keypad, not only by turning the clock arms around.",Praises
"Now realize will not show appointments over 12 hours out, however would think should see them in overall list, but not on widget....good but could be just tad better.",Other
"Has great potential but it kept crashing when I clicked the monthly view or 
the weekly view. Also reinstalled the app, and when I created my first 
habit it crashed again.",Crashes
To use this app fully the want you to pay. There are many that don't so why waste money,Other
"This app is amazing, changed my life. I'm doing 3x tasks daily since I installed the app, I can't be lazy. The pro version is expesive for a student in my country.",Crashes
"It's helpful, but it's also annoying. Edit: I didn't make it clear enough, it's annoying to realize how much I'm failing lol Anyway the app is pretty good I'm just overly sensitive and self criritcal",Complaints
"This app doesnt require your firstborn in order to function as similar apps do. The Quick post function is great. However, unlike other similar apps, this doesnt have a widget feature to show what the upcoming daily task is on the screen. So for me, that is really unfortunate. If this changes, I will gladly give this a perfect rating.",Crashes
"A ideia é boa, mas o fato de que TUDO que você faz precisa passar por uma tela de loading agonia bastante",Other
Great app Easiest and most customisable app in playstore,Praises
"Great app that now has intrusive full screen ads, ugh",Praises
Not so good at all. How to enter stuff and completely useless. Very bad 👎 😕,Complaints
"The app is good, but there are glitches. After some time when the person tries to open the app. It showed to clear the data of the app. This deletes all the storage of the app the coins collected, the forest made. This leads to the disruption of the person's analysis of their focussed work. Hope you'll soon rectify this error. And hope the soon comes early.",Bugs
Error code 600 when I try to insert a friend code,Bugs
"it's useful, but kinda sad that they have now made the cute trees a premium function :(",Praises
Deleting. Was great. Now horrible. Bad move with the ads guys.,Praises
"Adorei, é perfeito.",Other
"I wish it was offline, like people may not have an internet connection always and it will be a little annoying to see that you can't move forward without internet. Also I can find an option to repeat my to do list . Like in Google task you can set a time for it to remind you what to do and also you can make it repeat. It's sad that a app like this doesn't have such a basic thing.",Complaints
"Great organizer, however, too many features require you to have a paid membership, while similar apps don't require any membership fees.",Praises
V.V.V.V.BAD,Complaints
Kept bugging out trying to register/log in,Bugs
"I've had an issue with a Habit since May. I tried contacting support by email, opening a ticket via the application but no one was helpful. It's a shame that such a good application has one of the worst customer support team. Update: the issue was finally resolved",Bugs
"The font size is realy small and you can't change it without paying for the full version. Large font is a basic accessibility feature, it shouldn't cost extra.",Crashes
"Every update have been a step backwards. All the small changes only made everything less convenient and looks like will only continue to do so. The last straw for me is now you can't add things quickly (to default ""inbox"" project) anymore, now you have to spend several more clicks to designate a project, even though I just want to add quickly to the default inbox. Making the quick add widget useless now. Also premium pricing has always been terrible and greedy (monthly cost instead of one time).",Crashes
"This app was fine for years and then became extremely laggy. It also started duplicating weekly tasks to the point that I would have to delete five or six versions of a task in order to return it to one weekly. Often the delete or complete options have to be used multiple times on the same task before it actually disappears. I have basically stopped using it except as a calendar, but it's so slow it's not even efficient to be used for that.",Complaints
"Awesome App, 1) if you could add undo feature : if we make any changes to the todo unexpectedly and press back then it saves it and we cannot find what was the original memo.",Crashes
The reminders never work.,Other
"As someone who procrastinates constantly and needs a routine to keep myself focused, this app is amazing. The constant notification with personalized icons makes it so easy and helpful to keep track of what's going on and what I need to do next. No, this app isn't perfect. But I've found great use from it. I recommend getting the pro version. It's only 5 dollars and the programmer is SUPER useful :)",Praises
Online sync is no longer working and last update was June 2018 which is more than a year. Is there a reason why I should continue using this app?,Other
"Good design and easy to use, i dont like the avatars but thats just a preference, for some reason i cant delete some tasks and it makes it feel cluttered, great for someone with adhd/add or anyone who generally needs reminding on tasks that others may not",Praises
I hate this app 😡😤😤 as soon as I downloaded it my phone was hanging 😠😠😠😡😠😡 😠,Crashes
Awesome app to focus in study,Other
"Used to be a good app, now it's all buggy...",Bugs
It only works when linked to another calendar app....and it's difficult to change the time from am to pm.....,Crashes
"Not interested in people's masterbation habits. The community news feed was 
full of people tracking their jerking off ... no thanks. Don't want to 
know. Uninstalled.",Complaints
I have used this several years as my primary calendar. Easy to use and see entries for each day,Other
loved it until the last update. now the widgets don't show. just a blank white block that says problem.loading widget. please fix.,Bugs
"Best, most versatile free version habit tracker I've tried. I love the whole thing.",Praises
I used to love it but now almost everything requires pro mode :(,Praises
"You're good guys. Your efforts are admirable Please consider making the app 
available to milions of people and support ""rtl"".",Other
"It's a very bad app because I changed the settings too , but the tree 🌲 would die everytime if I opened another app or turned off my phone",Crashes
